offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/050701_(무)참자녀사랑보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/080401_(무)우리아이첫보험Ⅱ.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/060703_(무)꼬마사랑보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/050502_(무)클릭하나로보험Ⅱ.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/010601_(무)클릭암보험.pickle
60% 미달                      |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/111219_(무)신한아이사랑보험스마트.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/일반/010402_(무)참신한건강보험.pickle
60% 미달                      |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/단체/190101_(무)신한단체치아치료보장보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/040308_(무)뉴_키즈보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/050701_(무)휴일플러스상해보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중/일반/230101_신한케어받는암보험(무배당_갱신형).pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/051201_(무)롱케어어린이보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/080603_(무)마이라이프설계보험.pickle
60% 미달                      |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/일반/080123_(무)신한소득보상DC보험Plus.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/050401_(무)휴일플러스상해보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/040705_(무)신한아이사랑보험.pickle
60% 미달                      |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/일반/121201_(무)신한아이사랑보험BIG.pickle
60% 미달                      |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/120402_(무)신한아이사랑학자금지킴이보험.pickle
60% 미달                      |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/121001_(무)신한아이사랑보험BIG(TM).pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/090601_(무)LOVE신한프리미엄상해보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/단체/090401_(무)신한직장인사랑보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/단체/210101_(무)신한단체실손의료비보장보험(갱신형).pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/050401_(무)e-참신한의료종합보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/030312_(무)해피라이프뉴키즈보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/070702_(무)신한아이안심보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/단체/080924_(무)단체사랑설계보험Ⅳ.pickle
60% 미달                      |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/121201_무배당 신한아이사랑보험Premium.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/060313_(무)신한정기보험(TM).pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/일반/080603_(무)마이라이프설계보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/030916_(무)eG-life종합보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/일반/020109_(무)하나로안심보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/090401_(무)신한트리플종신보험(TM).pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/일반/081230_(무)신한희망사랑보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/050502_(무)참자녀사랑보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/030618_(무)e-참신한사이버종신보험II.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/060904_(무)친환경롱케어어린이보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/일반/000221_(무)휴일교통상해보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/일반/090401_(무)프리미엄사랑설계보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/단체/111107_(무)윈윈플러스보험Ⅲ.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/일반/040322_(무)해피라이프암보험Ⅱ.pickle
60% 미달                      |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/일반/120702_(무)신한BigLife변액종신보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/CM/070702_(무)꼬마사랑보험.pickle
offset 충족, contents 결과 없음 |/workspace/data1/insurance_pickle_2/신한라이프/판매중지/TM/090401_(무)신한여성안심상해보험.pickle
